"Key","EN","CATEGORY","SUBCATEGORY"
"Fill","Fylde","GENERAL",""
"Surface","Overflade","GENERAL",""
"Ordered","bestilt","GENERAL",""
"Random","Tilfældig","GENERAL",""
"Spacing","Mellemrum","GENERAL",""
"Linear","Lineær","GENERAL",""
"Quadratic","Kvadratisk","GENERAL",""
"Cubic","Cubic","GENERAL",""
"Exponential","Eksponentiel","GENERAL",""
"Spriral Type","Spriral type","GENERAL",""
"Spriral Revolutions","Spriral Revolutioner","GENERAL",""
"Solar System","Solsystem","GENERAL",""
"Date","Dato","GENERAL",""
"Start","Start","GENERAL",""
"Encounter","Komme ud for","GENERAL",""
"Date Meaning","Dato Betydning","GENERAL",""
"Dwarfs And Major Asteroids","Dværge og større asteroider","GENERAL",""
"Dwarfs And Asteroids","Dværge og asteroider","GENERAL",""
"Dwarfs And Many Asteroids","Dværge og mange asteroider","GENERAL",""
"Asteroids & Dwarfs","Asteroider & Dværge","GENERAL",""
"Earths Moon","Jordens Moon","GENERAL",""
"Major Moons","Større måner","GENERAL",""
"All Moons","Alle Moons","GENERAL",""
"Just Saturn","Bare Saturn","GENERAL",""
"Visitor","Besøgende","GENERAL",""
"Include Rogue Body","Medtag Rogue Krop","GENERAL",""
"Rogue Body","Rogue Krop","GENERAL",""
"Use Different Mass","Brug forskellig masse","GENERAL",""
"Body Mass","Kropsmasse","GENERAL",""
"Distance from Aim Point","Afstand fra Aim punkt","GENERAL",""
"Aim Target","Formål Target","GENERAL",""
"Aim Point X Offset","Formål Punkt X-forskydning","GENERAL",""
"Aim Point Y Offset","Formål Punkt Y-forskydning","GENERAL",""
"1 - Delete Rogue Body","1 - Slet Rogue Krop","GENERAL",""
"2 - Balance Simulation Momentum","2 - Balance Simulation Momentum","GENERAL",""
"3 - Delete All Trail Data","3 - Slet alle Trail data","GENERAL",""
"Copy Settings to Clipboard","Kopier indstillinger til udklipsholder","GENERAL",""
"MassValues","MassValues","GENERAL",""
"Mass Low","Mass lav","GENERAL",""
"Mass High","Mass høj","GENERAL",""
"Mass Logarithmic","Mass Logaritmisk","GENERAL",""
"TempValues","TempValues","GENERAL",""
"Temperature Low","Temperatur lav","GENERAL",""
"Temperature High","Temperatur høj","GENERAL",""
"Temperature Logarithmic","Temperatur Logaritmisk","GENERAL",""
"Fragment","Fragment","GENERAL",""
"Body Type","Kropstype","GENERAL",""
"Four Materials","Fire Materialer","GENERAL",""
"viewAngle","viewAngle","GENERAL",""
"Sun","Sol","GENERAL",""
"Semi Major Axis","Semi Major Axis","GENERAL",""
"Right Asc Of Asc Node","Lige Asc ASC Node","GENERAL",""
"Arg Of Perigee","Arg Of Perigee","GENERAL",""
"Earth","Earth","GENERAL",""
"Climate.TimeStepLimit","Timestep Limit","PROPERTY",""
"Climate.TimeStepLimitEnabled","Disable when slow","PROPERTY",""
"Climate.CarbonDioxidePPMV","Carbon Dioxide","PROPERTY",""
"Climate.CarbonDioxideGigaton","Carbon Dioxide","PROPERTY",""
"Climate.UseClimateScenario","Select an RCP Scenario","PROPERTY",""
"Climate.IncrementCO2","Increment CO2 at Constant Rates","PROPERTY",""
"Climate.EmissionRateCO2","Emission Rate in Gigatons per year","PROPERTY",""
"Climate.DepositionRateCO2","Deposition Rate in Gigatons per year","PROPERTY",""
"Climate.InfraredB","Outgoing Longwave Energy Fit Parameter","PROPERTY",""
"Climate.DiffusionConstMagnitude","Equator-to-Pole Diffusion","PROPERTY",""
"Climate.HadleyFlag","Simulate Hadley Cell","PROPERTY",""
"Climate.LandHeatCapacity","Heat Capacity of Air","PROPERTY",""
"Climate.WaterHeatCapacity","Heat Capacity of Air + Ocean Mixed Layer","PROPERTY",""
"Climate.CouplingCoefficient","Land-Ocean Heat Coupling Factor","PROPERTY",""
"Climate.AlbedoFlag","Albedo Feedback","PROPERTY",""
"Climate.ResetFlag","Reset Climate Simulation to Defaults?","PROPERTY",""
"CompositePhases.AverageTemperature","Average Surface Temp (automata)","PROPERTY",""
"CompositePhases.LiquidVolume","Liquid Volume","PROPERTY",""
"CompositePhases.FrozenVolume","Volume of Ice","PROPERTY",""
"CompositePhases.VaporVolume","Vapor Volume","PROPERTY",""
"IAutomataData.WaterLevel","Water Level","PROPERTY",""
"PlanetaryTemperature.AverageTemperature","Average Surface Temp (automata)","PROPERTY",""
"PlanetaryTemperature.Greenhouse","Greenhouse effect","PROPERTY",""
"PlanetaryTemperature.OpticalDepth","Optical depth","PROPERTY",""
"PlanetaryTemperature.RadiativeHeat","Radiative Heating","PROPERTY",""
"PlanetaryTemperature.CoolingFactor","Cooling rate scalar","PROPERTY",""
"PlanetaryTemperature.HeatTransport","Heat Transport Rate","PROPERTY",""
"PlanetaryTemperature.HeatCapacity","Heat Capacity","PROPERTY",""
"PlanetaryTemperature.Beta","Beta","PROPERTY",""
"PlanetaryTemperature.Albedo","Automata Albedo","PROPERTY",""
"ShaderOutput.FilterOutput","Filter Output","PROPERTY",""
"Body.Attractor","Strongest Attractor","PROPERTY",""
"Body.OrbitParent","Orbit Parent","PROPERTY",""
"Body.Age","Age","PROPERTY",""
"Body.SurfaceGravity","Surface Gravity","PROPERTY",""
"Body.RotationSpeedAtEquator","Rotation Speed","PROPERTY",""
"Body.RadialVelocity","Radial Velocity","PROPERTY",""
"Body.NormalizedLightCurve","Normalized Light Curve","PROPERTY",""
"Body.CameraInclination","Camera Inclination","PROPERTY",""
"Body.CameraAzimuth","Camera Azimuth","PROPERTY",""
"Body.GravityGroup","ID of the gravitational group to which this body belongs","PROPERTY",""
"Body.AngularVelocity","Angular Velocity","PROPERTY",""
"Body.RotationAxis","Rotation Axis","PROPERTY",""
"Body.RotationPeriod","Rotational Period","PROPERTY",""
"Body.OrientationReadable","Orientation","PROPERTY",""
"Body.Yaw","Yaw","PROPERTY",""
"Body.Density","Density","PROPERTY",""
"Body.Radius","Radius","PROPERTY",""
"Body.RocheLobeRadius","Roche Lobe Radius","PROPERTY",""
"Body.TidalStressDirection","Tidal Stress Direction","PROPERTY",""
"Body.TidalStressMagnitude","Tidal Stress Magnitude","PROPERTY",""
"Body.TidalHeatingEffect","Tidal Heating Effect","PROPERTY",""
"Body.TidalHeatingEffectPerMass","Tidal Heating per Mass","PROPERTY",""
"Body.Mass","Mass","PROPERTY",""
"Body.DistanceToHost","Distance to Host","PROPERTY",""
"Body.DistanceToOrbitalParent","Distance to Orbital Parent","PROPERTY",""
"Body.Velocity","Velocity","PROPERTY",""
"Body.VelocityLength","Speed","PROPERTY",""
"Body.VelocityRelativeLength","Relative Total Velocity","PROPERTY",""
"Body.LockRotation","Rotation Lock","PROPERTY",""
"Body.LockPosition","Position Lock","PROPERTY",""
"Body.BodyFlagAttracting","Attracting","PROPERTY",""
"Body.BodyFlagAttracted","Attracted","PROPERTY",""
"Body.BodyFlagCollider","Collider","PROPERTY",""
"Body.BodyFlagMomentumless","Momentumless","PROPERTY",""
"Body.BodyFlagInvertedGravity","Inverted Gravity","PROPERTY",""
"Body.BodyFlagColliderGroupMajor","Collider Group Major","PROPERTY",""
"Body.BodyFlagFragmenting","Fragmenting","PROPERTY",""
"Body.BodyFlagWantOrbit","Want Orbit","PROPERTY",""
"Body.ToggleTrailComponent","Trail Component","PROPERTY",""
"Body.DistanceToClosestStar","Distance to Star","PROPERTY",""
"Body.EscapeVelocityFromSurface","Escape Velocity","PROPERTY",""
"Body.BHSpin","Black Hole Spin","PROPERTY",""
"Body.DistanceToCamera","Distance to You","PROPERTY",""
"AppearanceComponent.ScaleMag","Magnetosphere","PROPERTY",""
"AppearanceComponent.ShowMagneticField","Show Magnetosphere","PROPERTY",""
"AppearanceComponent.ShowMagAxis","Show Magnetic Axis","PROPERTY",""
"AutomataComponent.Enabled","Enable Automata","PROPERTY",""
"AutomataComponent.DisplayMode","Display Mode","PROPERTY",""
"AutomataComponent.ShowGrid","Show Grid","PROPERTY",""
"Celestial.Luminosity","Luminosity","PROPERTY",""
"Celestial.EmissivityIR","Infrared Emissivity","PROPERTY",""
"Celestial.SurfaceTemperature","Surface Temperature","PROPERTY",""
"Celestial.VisualTemperature","Visual Temperature","PROPERTY",""
"Celestial.TidalPower","Tidal Power","PROPERTY",""
"Celestial.GreenhouseEffect","Greenhouse Effect","PROPERTY",""
"Celestial.EffectiveTemperature","Effective Temperature","PROPERTY",""
"Celestial.AtmosphereMass","Atmosphere Mass","PROPERTY",""
"Celestial.SurfacePressure","Surface Pressure","PROPERTY",""
"Celestial.EarthSimilarityIndex","Earth Similarity","PROPERTY",""
"Celestial.LifeLikelihood","Life Likelihood","PROPERTY",""
"Celestial.ScaleHeight","Scale Height","PROPERTY",""
"Celestial.Albedo","Albedo","PROPERTY",""
"Celestial.RadiusTuningFactor","Radius Tuning Factor","PROPERTY",""
"Celestial.LightPower","Radiative Power","PROPERTY",""
"Celestial.MagneticField","Magnetic Field","PROPERTY",""
"Celestial.MagPoleAngle","Magnetic Pole Angle","PROPERTY",""
"Celestial.OpticalDepth","Optical Depth","PROPERTY",""
"Celestial.GreenhouseTemp","Greenhouse Temp","PROPERTY",""
"Celestial.Beta","Beta","PROPERTY",""
"Celestial.MassLoss","Mass Loss","PROPERTY",""
"Celestial.MassLossTotal","Mass Loss Total","PROPERTY",""
"Celestial.AtmosphereHeightMultiplier","Height Multiplier","PROPERTY",""
"Celestial.Realistic","Realistic","PROPERTY",""
"ClimateComponent.Enabled","Climate","PROPERTY",""
"ClimateComponent.TimeStepLimit","Timestep Limit","PROPERTY",""
"ClimateComponent.TimeStepLimitEnabled","Turn off When Slow","PROPERTY",""
"ClimateComponent.PresentClimateResolution","Climate Resolution","PROPERTY",""
"ClimateComponent.CarbonDioxidePPMV","Carbon Dioxide","PROPERTY",""
"ClimateComponent.CarbonDioxideGigaton","Carbon Dioxide","PROPERTY",""
"ClimateComponent.UseClimateScenario","RCP Scenario","PROPERTY",""
"ClimateComponent.IncrementCO2","Carbon Dioxide Emission and Deposition","PROPERTY",""
"ClimateComponent.EmissionRateCO2","Emission Rate","PROPERTY",""
"ClimateComponent.DepositionRateCO2","Deposition Rate","PROPERTY",""
"ClimateComponent.InfraredB","Outgoing Longwave Energy Fit Parameter","PROPERTY",""
"ClimateComponent.DiffusionConstMagnitude","Equator-to-Pole Diffusion","PROPERTY",""
"ClimateComponent.HadleyFlag","Simulate Hadley Cell","PROPERTY",""
"ClimateComponent.LandHeatCapacity","Heat Capacity of Air","PROPERTY",""
"ClimateComponent.WaterHeatCapacity","Heat Capacity of Air + Ocean Mixed Layer","PROPERTY",""
"ClimateComponent.CouplingCoefficient","Land-Ocean Heat Coupling Factor","PROPERTY",""
"ClimateComponent.PresentClimateScenario","Scenario","PROPERTY",""
"ClimateComponent.AlbedoFlag","Albedo Feedback","PROPERTY",""
"ClimateComponent.ResetFlag","Reset Climate Simulation to Defaults?","PROPERTY",""
"OrbitalElements.GetPeriapsisDist","Periapsis Distance","PROPERTY",""
"OrbitalElements.GetApoapsisDist","Apoapsis Distance","PROPERTY",""
"OrbitalElements.Obliquity","Obliquity","PROPERTY",""
"OrbitalElements.ArgumentOfObliquity","Argument of Obliquity","PROPERTY",""
"OrbitalElements.SemiMajorAxis","Semi-Major Axis","PROPERTY",""
"OrbitalElements.Eccentricity","Eccentricity","PROPERTY",""
"OrbitalElements.Inclination","Inclination","PROPERTY",""
"OrbitalElements.ArgOfPerigee","Argument of Periapsis","PROPERTY",""
"OrbitalElements.RightAscOfAscNode","Right Ascension of the Ascending Node","PROPERTY",""
"OrbitalElements.MeanAnomaly","Mean Anomaly","PROPERTY",""
"OrbitalElements.LongitudeOfPeriapsis","Longitude of Periapsis","PROPERTY",""
"OrbitalElements.OrbitalPeriod","Orbital Period","PROPERTY",""
"ParticleComponent.Temperature","Surface Temperature","PROPERTY",""
"PlanetAppearance.Color1","High Elevation","PROPERTY",""
"PlanetAppearance.Color2","Mid Elevation","PROPERTY",""
"PlanetAppearance.Color3","Low Elevation","PROPERTY",""
"PlanetAppearance.ShowAtmosphere","Show Atmosphere","PROPERTY",""
"PlanetAppearance.ShowAtmosphereClouds","Show Clouds","PROPERTY",""
"PlanetAppearance.DisplayMode","Display Mode","PROPERTY",""
"StarAppearance.DisplayMode","Display Mode","PROPERTY",""
"TimeZone.UTC","Universal (UTC)","PROPERTY",""
"Galaxy.TotalMass","Mass","PROPERTY",""
"Nova.Age","Age","PROPERTY",""
"Nova.SuperNovaType","Supernova Type","PROPERTY",""
"Nova.TotalCloudMass","Cloud Mass","PROPERTY",""
"DispenserTool.AutoMass","Auto-adjust Mass/Particle","PROPERTY",""
"DispenserTool.LaunchVelocity","Velocity","PROPERTY",""
"DispenserTool.MassPerParticle","Mass/Particle","PROPERTY",""
"DispenserTool.ParticlesPerSecond","Particles/Second","PROPERTY",""
"DispenserTool.Spread","Spread","PROPERTY",""
"ExplodeTool.ExplosionVelocity","Velocity","PROPERTY",""
"ExplodeTool.ExplosionEnergy","Explosion Energy","PROPERTY",""
"ExplodeTool.GridResolution","Resolution","PROPERTY",""
"ExplodeTool.EnergyAuto","Auto Energy","PROPERTY",""
"FireworksTool.SecondaryShellCount","Fragments","PROPERTY",""
"FireworksTool.LaunchVelocity","Velocity","PROPERTY",""
"FireworksTool.LaunchVelocityAuto","Auto Velocity","PROPERTY",""
"FireworksTool.LaunchLocation","Location","PROPERTY",""
"ForceTool.MaxRange","Max Range","PROPERTY",""
"ForceTool.MinRange","Min Range","PROPERTY",""
"ForceTool.InnerAngle","Inner Angle","PROPERTY",""
"ForceTool.OuterAngle","Outer Angle","PROPERTY",""
"ForceTool.Mass","Equivalent Mass","PROPERTY",""
"LaserTool.Power","Power of Laser","PROPERTY",""
"LaserTool.Wavelength","Wavelength of Laser","PROPERTY",""
"LaserTool.LaserName","Laser Type","PROPERTY",""
"LaserTool.NonDestructive","Non-Destructive","PROPERTY",""
"PulseTool.PulseVelocity","Velocity","PROPERTY",""
"PulseTool.PulseParticleCount","Particles","PROPERTY",""
"PulseTool.PulseShape","Shape","PROPERTY",""
"PulseTool.PulsePlaneAlignment","Plane Alignment","PROPERTY",""
"ShootBodyTool.LaunchVelocity","Velocity","PROPERTY",""
"AddBodyTool.LaunchVelocity","Launch Velocity","PROPERTY",""
"AddBodyTool.BalanceMotion","Balance Motion","PROPERTY",""
"Options.PauseOnLoad","Start all simulations paused","PROPERTY",""
"Options.AntialiasingMode","Antialiasing","PROPERTY",""
"Options.Decals","Impact Marks","PROPERTY",""
"Options.DisplacementMapping","Displacement Mapping","PROPERTY",""
"Options.DisplacementAmount","Displacement Amount","PROPERTY",""
"Options.EffectsQuality","Effects Quality","PROPERTY",""
"Options.FilteringQuality","Filtering Quality","PROPERTY",""
"Options.Fullscreen","Fullscreen","PROPERTY",""
"Options.FullscreenDisplay","Fullscreen Display","PROPERTY",""
"Options.Glows","Glows","PROPERTY",""
"Options.MaxAttracting","Max Attracting Bodies","PROPERTY",""
"Options.MaxDecals","Max Impact Marks","PROPERTY",""
"Options.MaxNonAttracting","Max Non-Attracting Bodies","PROPERTY",""
"Options.MinimalRocheFactorForTidalHeating","Minimal Roche limit factor for tidal heating","PROPERTY",""
"Options.MultiCore","Multi-Core Processing","PROPERTY",""
"Options.QualityPreset","Quality","PROPERTY",""
"Options.RenderMode","Render Mode","PROPERTY",""
"Options.Resolution","Fullscreen Resolution","PROPERTY",""
"Options.RocheLimitPowerScalar","Roche limit power scalar","PROPERTY",""
"Options.ShadowsGlobal","Shadows","PROPERTY",""
"Options.SimulationQuality","Simulation Quality","PROPERTY",""
"Options.TargetFrameRate","Target Frame Rate","PROPERTY",""
"Options.TextureResolution","Texture Resolution","PROPERTY",""
"Options.TidalHeatingTemperatureRateScalar","Tidal heating scalar","PROPERTY",""
"Options.TidalHeatingTemperatureRateScalarInside","Tidal heating scalar inside Roche limit","PROPERTY",""
"Options.VSync","Vertical Sync","PROPERTY",""
"Options.PinchUsesDotProduct","Pinch Uses DotProduct","PROPERTY",""
"Options.GestureTransitionTime","Gesture Trans Time","PROPERTY",""
"Options.DebugAttractorRelationshipLines","Attractor Lines","PROPERTY",""
"Options.DebugBodyMarkers","Body Markers","PROPERTY",""
"Options.DebugImpactLines","Impact Lines","PROPERTY",""
"Options.DebugInfo","Debug Info","PROPERTY",""
"Options.ShowHiddenSimulations","Show Hidden Simulations","PROPERTY",""
"Options.PauseOnCollision","Pause on Collision","PROPERTY",""
"Options.ShowFPS","FPS Info","PROPERTY",""
"Options.ShowTime","Show Time","PROPERTY",""
"Options.ParticleRenderMode","Particle Render Mode","PROPERTY",""
"Options.UseMaximumQuality","Max Quality for Screenshots","PROPERTY",""
"Options.UseTelnetForHorizonSims","Use Telnet for Horizon Sims","PROPERTY",""
"Options.UserInterpolationSpeedInSeconds","User Interpolation Speed In Seconds","PROPERTY",""
"SimulationSettings.ApplyUniversalDrag","Universal Drag","PROPERTY",""
"SimulationSettings.AtmosphericDrag","Atmospheric Drag","PROPERTY",""
"SimulationSettings.BodyColorStyle","Object Colors","PROPERTY",""
"SimulationSettings.ParticleScaleStyle","Particle Scales","PROPERTY",""
"SimulationSettings.CollisionMode","Collision Mode","PROPERTY",""
"SimulationSettings.VolatileSpeedMultiplier","Volatile Speed Multiplier","PROPERTY",""
"SimulationSettings.CoolingMultiplier","Cooling Time Multiplier","PROPERTY",""
"SimulationSettings.CoolingEnabled","Cooling","PROPERTY",""
"SimulationSettings.CollisionHeatingEnabled","Collision Heating","PROPERTY",""
"SimulationSettings.JeansEscapeEnabled","Jeans Escape","PROPERTY",""
"SimulationSettings.SolarWindLossEnabled","Solar Wind Loss","PROPERTY",""
"SimulationSettings.DebugVelocites","Velocity Lines","PROPERTY",""
"SimulationSettings.DensityOfSpace","Density of Space","PROPERTY",""
"SimulationSettings.DragCoefficient","Drag Coefficient","PROPERTY",""
"SimulationSettings.DragReferenceFrame","Drag Reference Frame","PROPERTY",""
"SimulationSettings.EclipticRays","Rays","PROPERTY",""
"SimulationSettings.PhysicsBreakoutTime","Physics Breakout Time","PROPERTY",""
"SimulationSettings.EnableSubStepping","Sub-Stepping","PROPERTY",""
"SimulationSettings.EnableCollisions","Detect Collisions","PROPERTY",""
"SimulationSettings.EnableFragments","Create Fragments","PROPERTY",""
"SimulationSettings.EnableCollisionFragments","Collision Fragmentation","PROPERTY",""
"SimulationSettings.EnableTotalBodyFragmentation","Total Body Fragmentation","PROPERTY",""
"SimulationSettings.EnableRocheFragmentation","Roche Fragmentation","PROPERTY",""
"SimulationSettings.EnableSurfaceFragmentation","Friction Fragmentation","PROPERTY",""
"SimulationSettings.ProminenceDurationMultiplier","Prominence Duration Multiplier","PROPERTY",""
"SimulationSettings.ProminenceFrequencyMultiplier","Prominence Frequency Multiplier","PROPERTY",""
"SimulationSettings.Grid","Grid","PROPERTY",""
"SimulationSettings.GridTextSize","Text Size","PROPERTY",""
"SimulationSettings.GridWidth","Width","PROPERTY",""
"SimulationSettings.HabitableZones","Habitable Zones","PROPERTY",""
"SimulationSettings.Icons","Icons","PROPERTY",""
"SimulationSettings.LabelOpacity","Opacity","PROPERTY",""
"SimulationSettings.Labels","Labels","PROPERTY",""
"SimulationSettings.RelativeMassLabels","Relative Mass Labels","PROPERTY",""
"SimulationSettings.Lagrange","Lagrange Points","PROPERTY",""
"SimulationSettings.LightingMode","Lighting Mode","PROPERTY",""
"SimulationSettings.LightIntensity","Light Intensity","PROPERTY",""
"SimulationSettings.LongLatitude","Long/Latitude Lines","PROPERTY",""
"SimulationSettings.OrbitContext","Orbit Context","PROPERTY",""
"SimulationSettings.OrbitIntensity","Orbit Intensity","PROPERTY",""
"SimulationSettings.OrbitWidth","Orbit Width","PROPERTY",""
"SimulationSettings.ParticleDensity","Particle Density","PROPERTY",""
"SimulationSettings.PauseDate","Pause Date","PROPERTY",""
"SimulationSettings.PauseOnDate","Pause on Date","PROPERTY",""
"SimulationSettings.StartPaused","Start Paused","PROPERTY",""
"SimulationSettings.PotentialGrid","Potential Grid","PROPERTY",""
"SimulationSettings.PotentialGridResolution","Grid Resolution","PROPERTY",""
"SimulationSettings.ProjectedPath","Projected Paths","PROPERTY",""
"SimulationSettings.ProjectedPathContext","Context","PROPERTY",""
"SimulationSettings.RayContext","Context","PROPERTY",""
"SimulationSettings.RealisticStars","Realistic Stars","PROPERTY",""
"SimulationSettings.RegenerateTrails","Regenerate Trails","PROPERTY",""
"SimulationSettings.Shadows","Shadows","PROPERTY",""
"SimulationSettings.ShowComets","Show Volatiles","PROPERTY",""
"SimulationSettings.ShowStellarProminences","Stellar Prominences","PROPERTY",""
"SimulationSettings.ShowDarkMatter","Dark Matter","PROPERTY",""
"SimulationSettings.ShowSupernovae","Supernovae","PROPERTY",""
"SimulationSettings.SPHDisplayProperty","SPH Display Mode","PROPERTY",""
"SimulationSettings.SPHRenderMode","SPH Render Mode","PROPERTY",""
"SimulationSettings.SPHSampleMode","SPH Sample Mode","PROPERTY",""
"SimulationSettings.StartingTolerance","Starting Tolerance Override","PROPERTY",""
"SimulationSettings.TextBillboards","3D Labels","PROPERTY",""
"SimulationSettings.TidalEvolution","Tidal Evolution","PROPERTY",""
"SimulationSettings.TidalEvolutionMultiplier","Tidal Evolution Multiplier","PROPERTY",""
"SimulationSettings.TidalHeating","Tidal Heating","PROPERTY",""
"SimulationSettings.TidalHeatingMultiplier","Tidal Heating Multiplier","PROPERTY",""
"SimulationSettings.TrailContext","Context","PROPERTY",""
"SimulationSettings.TrailIntensity","Intensity","PROPERTY",""
"SimulationSettings.TrailLength","Length","PROPERTY",""
"SimulationSettings.TrailWidth","Width","PROPERTY",""
"SimulationSettings.VolatilityMassMultiplier","Mass Loss Multiplier","PROPERTY",""
"SimulationSettings.CameraFOV","Field of View","PROPERTY",""
"SimulationSettings.Orbits","Orbits","PROPERTY",""
"SimulationSettings.TrailCenter","Trail Center","PROPERTY",""
"SimulationSettings.Trails","Trails","PROPERTY",""
"SimulationSettings.BodyScaleStyle","Object Scales","PROPERTY",""
"SimulationSettings.BodyScaleMultiplier","Body Scale Multiplier","PROPERTY",""
"SimulationSettings.CollisionImportance","Collision Resolution","PROPERTY",""
"Preferences.AnalyticsEnabled","Allow Usage Statistics","PROPERTY",""
"Preferences.IncludeSimulationOverlays","Simulation Overlays","PROPERTY",""
"Preferences.UseControllerInput","Use Game Controller","PROPERTY",""
"Preferences.InvertedScrolling","Invert Scroll Wheel","PROPERTY",""
"Preferences.BudgetTargetFPS","Target FPS","PROPERTY",""
"Preferences.BudgetEnableReduction","Dynamic Budget","PROPERTY",""
"Preferences.AudioEnabled","Audio","PROPERTY",""
"Preferences.PlayAudioInBackground","Play Audio in Background","PROPERTY",""
"Preferences.MasterVolume","Master Volume","PROPERTY",""
"Preferences.MusicVolume","Music Volume","PROPERTY",""
"Preferences.EffectsVolume","Simulation Volume","PROPERTY",""
"Preferences.UIVolume","Interface Volume","PROPERTY",""
"Preferences.QuicksaveAmount","Quicksave Amount","PROPERTY",""
"Preferences.DynamicViewport","Dynamic Viewport","PROPERTY",""
"Preferences.DynamicCamera","Dynamic Camera","PROPERTY",""
"Preferences.SelectionBias","Selection Bias","PROPERTY",""
"Preferences.CameraSmoothingMultiplier","Camera Smoothing Multiplier","PROPERTY",""
"Preferences.PrimaryColor","Primary Color","PROPERTY",""
"Preferences.GIFDesiredFPS","Frames Per Second","PROPERTY",""
"Preferences.GIFIncludeUI","User interface","PROPERTY",""
"Preferences.GIFQuality","Quality","PROPERTY",""
"Preferences.GIFLoop","Loop","PROPERTY",""
"Preferences.GIFIncludeSimulationOverlays","Simulation Overlays","PROPERTY",""
"Preferences.GIFPaletteFrameSkip","Color Update Frequency","PROPERTY",""
"Preferences.GIFTimeLimit","Duration","PROPERTY",""
"Preferences.GIFShowWatermark","Watermark","PROPERTY",""
"Preferences.GIFMode","Capture Mode","PROPERTY",""
"Preferences.IncludeUIinScreenshots","User Interface","PROPERTY",""
"Preferences.ScreenshotsIncludeSimulationOverlays","Simulation Overlays","PROPERTY",""
"Preferences.ScreenshotMode","Capture Mode","PROPERTY",""
"Preferences.LocalizationModeUnlocked","Unlock Translation Mode","PROPERTY",""
"Preferences.ShowNEWIcons","New Icon","PROPERTY",""
"Preferences.NEWIconMode","Show New...","PROPERTY",""
"Preferences.NEWIconDate","Date","PROPERTY",""
"Preferences.HideVisited","Hide New When Opened","PROPERTY",""
"Simulation.SlowestBody","Slowest body","PROPERTY",""
"Simulation.ErrorPerSecond","Simulation Error","PROPERTY",""
"Simulation.ComputationDevice","Computation Device","PROPERTY",""
"Simulation.Accuracy","Accuracy","PROPERTY",""
"Simulation.IntegratorId","Integrator ID","PROPERTY",""
"Simulation.IntegrationMode","Integration Mode","PROPERTY",""
"Simulation.SlidingMotionDampning","Sliding motion dampening","PROPERTY",""
"Simulation.AbsorptionRadiusScalar","Scaling of radius used for calculation of absorption of one body by another","PROPERTY",""
"Simulation.ConstantCenterOfMass","Maintain center of mass","PROPERTY",""
"Simulation.AveragStepPerSecond","Average Time Step","PROPERTY",""
"Simulation.Mass","Mass","PROPERTY",""
"Simulation.Momentum","Momentum","PROPERTY",""
"Simulation.Velocity","Velocity","PROPERTY",""
"Simulation.MassLost","Mass Lost","PROPERTY",""
"Simulation.MomentumLost","Momentum Lost","PROPERTY",""
"Simulation.AutomaticTolerance","Automatic Tolerance","PROPERTY",""
"Simulation.Tolerance","Tolerance","PROPERTY",""
"Simulation.EstimatedBaseTolerance","Base Tolerance","PROPERTY",""
"Simulation.AccuracySensitivity","Accuracy Sensitivity","PROPERTY",""
"Simulation.ParticleStream","Particle Jets","PROPERTY",""
"Simulation.TargetTimeStepPerRealSec","Target Time Step","PROPERTY",""
"SimulationInformation.TotalMass","Mass","PROPERTY",""
"SimulationInformation.TotalVelocity","Velocity","PROPERTY",""
"SimulationInformation.TotalMomentum","Momentum","PROPERTY",""
"MaterialProxyTarget.Mass","Mass","PROPERTY",""
"TimeControlBehavior.TargetDateTime","Date","PROPERTY",""
"TimeControlBehavior.TargetLength","Length","PROPERTY",""
"TimeControlBehavior.MaxSpeed","Max Speed","PROPERTY",""
"TimeControlBehavior.OnArrival","On Arrival","PROPERTY",""
"TimeControlBehavior.TargetTimestep","Time Step","PROPERTY",""
"Choreography.BodyA","Body","PROPERTY",""
"Choreography.SeparationInRadii","Separation in Radii","PROPERTY",""
"Choreography.PerturbPosInRadii","Perturb Pos in Radii","PROPERTY",""
"Choreography.RandomizeMass","Randomize Mass","PROPERTY",""
"Choreography.GroupVelocityUpScale","Upward Velocity Scale","PROPERTY",""
"Choreography.MakePulsars","Make All Bodies Pulsars","PROPERTY",""
"Choreography.ResetCamera","Reset Camera","PROPERTY",""
"Choreography.Integrator","Integrator","PROPERTY",""
"Choreography.Accuracy","Accuracy","PROPERTY",""
"GraphPreset.ValueX","X Value","PROPERTY",""
"GraphPreset.ValueY","Y Value","PROPERTY",""
"GraphPreset.AliasX","X Unit","PROPERTY",""
"GraphPreset.AliasY","Y Unit","PROPERTY",""
"GraphPreset.Timespan","Timespan","PROPERTY",""
"GraphPreset.ShowAxisX","X Axis","PROPERTY",""
"GraphPreset.ShowAxisY","Y Axis","PROPERTY",""
"GraphPreset.ShowLegend","Legend","PROPERTY",""
"GraphPreset.ShowLabels","Labels","PROPERTY",""
"GraphPreset.AxisColor","GridColor","PROPERTY",""
"GraphPreset.LabelColor","LabelsColor","PROPERTY",""
"GraphPreset.HighlightColor","HighlightColor","PROPERTY",""
"NBodyOptions.NumExplosionFillerFragments","Gravitational smoothing method","PROPERTY",""
"NBodyOptions.GravitySmoothing","Gravitational smoothing method","PROPERTY",""
"NBodyOptions.GravitySmoothingLength","Gravitational smoothing length","PROPERTY",""
"NBodyOptions.GravitationalConstant","Gravitational constant","PROPERTY",""
